length,replicate,trace_distance
1,35,0.047135210062
1,36,0.025870182805
1,37,0.012590256340
1,38,0.049364064932
1,39,0.056900386376
1,40,0.037904385117
1,41,0.074557975665
1,42,0.065922877025
1,43,0.022043158476
1,44,0.035393933821
1,45,0.017719705049
1,46,0.034627967548
1,47,0.027372440224
1,48,0.047126664970
1,49,0.007323261698
1,50,0.044149094016
1,51,0.066211717060
1,52,0.054189975752
1,53,0.061414071075
1,54,0.010569555993
1,55,0.040110401927
1,56,0.036574010598
1,57,0.066306316187
1,58,0.062405338173
1,59,0.010922061471
1,60,0.032135563005
1,61,0.032701985847
1,62,0.057721118686
1,63,0.010390863854
1,64,0.043414107342
1,65,0.022876517499
1,66,0.052621943093
1,67,0.038958757357
1,68,0.020168164739
1,69,0.043342839584
1,70,0.024243301579
1,71,0.039088739913
1,72,0.028487188926
1,73,0.031203961238
1,74,0.051621162656
1,75,0.025065609311
1,76,0.042344946899
1,77,0.043641345665
1,78,0.031943587527
1,79,0.050332757195
1,80,0.045333758019
1,81,0.047404562812
1,82,0.059326564089
1,83,0.028320872759
1,84,0.042034685732
1,85,0.024949571159
1,86,0.125516550057
1,87,0.073948867340
1,88,0.029168041679
1,89,0.064512432546
1,90,0.051271772123
1,91,0.041560426977
1,92,0.027012746405
1,93,0.039683302571
1,94,0.021241723285
1,95,0.042831740157
1,96,0.012049338821
1,97,0.065622519492
1,98,0.026142826933
1,99,0.063776108646
1,100,0.044262884902
1,101,0.051222243101
1,102,0.024492017966
1,103,0.031665634602
1,104,0.038833007440
1,105,0.071389259939
1,106,0.023263748200
1,107,0.027245357106
1,108,0.019521367379
1,109,0.024057698819
1,110,0.014881123591
1,111,0.030377892473
1,112,0.037953069636
1,113,0.027095338918
1,114,0.075494891638
1,115,0.025377256332
1,116,0.009998694367
1,117,0.050556662265
1,118,0.026031939490
1,119,0.029334152344
1,120,0.051025043156
1,121,0.034627967548
1,122,0.009788966131
1,123,0.040578408373
1,124,0.034247381057
1,125,0.013548946969
1,126,0.048350897957
1,127,0.047825710963
1,128,0.062551796911
1,129,0.046244029564
1,130,0.072794327557
1,131,0.047533971194
1,132,0.026609390266
1,133,0.014250721916
1,134,0.047965368005
1,135,0.021708664810
1,136,0.039967668797
1,137,0.016496139944
1,138,0.063403352907
1,139,0.075015955452
1,140,0.027792340472
1,141,0.013538755920
1,142,0.014643250746
1,143,0.026853759169
1,144,0.022680961617
1,145,0.040171073494
1,146,0.019556229145
1,147,0.035811256587
1,148,0.030568376503
1,149,0.029789601867
1,150,0.033414381455
1,151,0.032647825266
1,152,0.019940536282
1,153,0.012803855113
1,154,0.007546111218
1,155,0.024190215461
1,156,0.054826262254
1,157,0.020840521265
1,158,0.031302523204
1,159,0.014404160111
1,160,0.034453815114
1,161,0.031563987992
1,162,0.026408352599
1,163,0.053461300349
1,164,0.025065889820
1,165,0.035902288211
1,166,0.050576783912
1,167,0.050428280456
1,168,0.049671058871
1,169,0.034879170844
1,170,0.011901108736
1,171,0.031417043421
1,172,0.047794563245
1,173,0.023833847355
1,174,0.042193971280
1,175,0.090346152096
1,176,0.017063539067
1,177,0.030118992780
