memory,sharpness,immediate_mi_bits,score,bellman_iterations,symmetry_residual,diagonal_residual,minimum_offdiagonal,maximum_triangle_violation,is_metric,torus_correlation,best_scale,relative_rmse_after_scale,edge_mean,edge_spread,diagonal_mean,diagonal_spread,strict_shell_margin,heldout_diagonal_additivity_error
0.6,0.9,0.08352258009660699,0.2899480359145099,0,0.0,0.0,1.5888708424546287,0.0,True,0.9999999999999994,1.3918508579902547,0.0728852100113158,1.5888708424546287,0.0,2.685191723748323,0.0,1.096320881293694,0.18343195266272178
0.49999999999999994,1.0,0.1258145836939113,0.2889101298495804,0,0.0,0.0,1.7777777777777775,0.0,True,0.9999999999999998,1.5111111111111108,0.09035079029052513,1.7777777777777777,0.0,2.888888888888888,0.0,1.111111111111111,0.23076923076923098
0.7999999999999999,0.25,0.003980515958791519,0.2888168642863579,0,0.0,0.0,1.306122448979592,0.0,True,1.0,1.2081632653061225,0.042163702135578435,1.3061224489795922,0.0,2.36734693877551,0.0,1.0612244897959182,0.1034482758620693
0.7499999999999999,0.55,0.02153701348940307,0.2870218198109469,0,0.0,0.0,1.3639511961212643,0.0,True,0.9999999999999998,1.2463104054558052,0.04897803783425773,1.3639511961212643,0.0,2.433800415578881,0.0,1.0698492194576166,0.12084063047285465
0.5499999999999999,0.9500000000000001,0.10341448955086525,0.28680913404845854,0,0.0,0.0,1.6811623135945615,0.0,True,0.9999999999999996,1.4504227860537078,0.08167915480745438,1.6811623135945615,0.0,2.7854758083369884,0.0,1.104313494742427,0.20709166352319908
0.7999999999999999,0.2,0.002604291979236186,0.28435701827394844,0,0.0,0.0,1.3111124060369441,0.0,True,1.0,1.2114678631781364,0.04276389718377163,1.3111124060369441,0.0,2.3731134549268686,0.0,1.062001048889925,0.10497237569060762
0.7,0.7000000000000001,0.03998527785034377,0.28387608837182343,0,0.0,0.0,1.4342572340349242,0.0,True,1.0,1.2922657678654668,0.056869298520739235,1.4342572340349242,0.0,2.5135358026462047,0.0,1.0792785686112805,0.14122681883024255
0.6499999999999999,0.8,0.05925851606813378,0.28130993359917483,0,0.0,0.0,1.5116904058048912,0.0,True,0.9999999999999994,1.3423810803547434,0.06510571653287843,1.5116904058048912,0.0,2.6001074979844123,0.0,1.0884170921795215,0.16279069767441867
0.7999999999999999,0.15000000000000002,0.0014994476210643116,0.2804365070162145,0,0.0,0.0,1.3161310135305584,0.0,True,1.0,1.2147889254887052,0.043365161145675055,1.3161310135305584,0.0,2.3789068069564845,0.0,1.0627757934259257,0.10650069156293229
0.7499999999999999,0.5,0.01809679040008998,0.2779574436939845,0,0.0,0.0,1.3706127305175495,0.0,True,1.0,1.250684116597264,0.04974369353073856,1.3706127305175495,0.0,2.441403926234385,0.0,1.0707911957168355,0.12280701754385967
0.7999999999999999,0.1,0.0006830989778813364,0.2770895495690111,0,0.0,0.0,1.321178491214163,0.0,True,0.9999999999999993,1.218126568899458,0.04396749687934653,1.321178491214163,0.0,2.3847271766415634,0.0,1.0635486854274008,0.10803324099723018
0.7,0.65,0.03498790736706501,0.2711898282409181,0,0.0,0.0,1.4428843257672088,0.0,True,0.9999999999999996,1.2978744510276043,0.05780971438779852,1.442884325767209,0.0,2.523243964685406,0.0,1.0803596389181973,0.14367405289492527
0.6,0.85,0.07545364088464789,0.27002086257562596,0,0.0,0.0,1.6023073225444644,0.0,True,1.0,1.4004165999038618,0.0741986937022749,1.6023073225444646,0.0,2.699887838487422,0.0,1.0975805159429577,0.1869436201780419
0.7499999999999999,0.45000000000000007,0.014914276945550075,0.26940289124069117,0,0.0,0.0,1.3773231867337,0.0,True,0.9999999999999996,1.255085753911084,0.050511071737222725,1.3773231867337001,0.0,2.4490527914108595,0.0,1.07172960467716,0.12478031634446424
